date,sales,temperature,is_holiday
2023-04-26,102.89366,18.866593,0
2023-04-27,98.995928,18.392366,0
2023-04-28,106.969402,16.321699,0
2023-04-29,127.361745,21.140882,1
2023-04-30,131.228482,20.554141,1
2023-05-01,107.043019,20.826177,0
2023-05-02,102.041846,17.61792,0
2023-05-03,126.227872,22.433549,1
2023-05-04,126.49275,17.014154,1
2023-05-05,131.71689,21.180037,1
2023-05-06,130.37639,24.574218,1
2023-05-07,128.297879,18.397679,1
2023-05-08,110.304308,19.430008,0
2023-05-09,104.715814,20.944109,0
2023-05-10,104.296993,19.918355,0
2023-05-11,98.339232,18.002724,0
2023-05-12,95.162357,21.418113,0
2023-05-13,134.655185,19.331455,1
2023-05-14,142.153795,22.576409,1
2023-05-15,106.392743,19.961573,0
2023-05-16,133.67419,25.069472,1
2023-05-17,103.430214,20.570214,0
2023-05-18,101.789267,21.657599,0
2023-05-19,105.998296,24.091595,0
2023-05-20,137.171585,20.163459,1
2023-05-21,134.792148,23.238475,1
2023-05-22,110.124571,25.553901,0
2023-05-23,100.554827,19.878357,0
2023-05-24,101.797982,23.613901,0
2023-05-25,127.123465,23.913266,1
2023-05-26,111.351894,25.103525,0
2023-05-27,127.897416,21.209827,1
2023-05-28,134.751582,21.184091,1
2023-05-29,112.814987,25.007548,0
2023-05-30,114.677903,24.693639,0
2023-05-31,115.725482,24.733964,0
2023-06-01,101.047043,25.056447,0
2023-06-02,100.638124,23.131298,0
2023-06-03,137.241316,25.08084,1
2023-06-04,139.896414,25.324614,1
2023-06-05,119.004682,23.429016,0
2023-06-06,115.469609,28.705597,0
2023-06-07,130.221482,26.035087,1
2023-06-08,103.740138,22.815198,0
2023-06-09,109.820277,26.618275,0
2023-06-10,135.050019,23.460113,1
2023-06-11,140.606149,27.08487,1
2023-06-12,119.482139,27.926001,0
2023-06-13,114.09653,24.062412,0
2023-06-14,113.537075,27.722323,0
2023-06-15,107.087982,26.709728,0
2023-06-16,130.513295,27.613656,1
2023-06-17,137.463048,29.845241,1
2023-06-18,142.246972,25.639724,1
2023-06-19,109.365756,24.698574,0
2023-06-20,111.243507,24.499244,0
2023-06-21,104.029655,24.715536,0
2023-06-22,104.24712,26.258475,0
2023-06-23,110.930348,27.157122,0
2023-06-24,135.433947,27.086939,1
2023-06-25,139.6895,28.243246,1
2023-06-26,108.768632,26.666771,0
2023-06-27,116.831452,29.596274,0
2023-06-28,109.376411,26.204866,0
2023-06-29,117.551192,32.216016,0
2023-06-30,105.311746,28.06502,0
2023-07-01,133.983704,25.133878,1
2023-07-02,137.696616,24.737405,1
2023-07-03,121.481742,27.871611,0
2023-07-04,135.975188,26.483689,1
2023-07-05,109.649891,28.379029,0
2023-07-06,107.888446,27.914375,0
2023-07-07,106.305733,26.835567,0
2023-07-08,131.452196,25.297413,1
2023-07-09,136.859539,23.967528,1
2023-07-10,118.054654,26.106859,0
2023-07-11,109.032795,28.711797,0
2023-07-12,108.300654,27.422743,0
2023-07-13,124.92094,24.495079,1
2023-07-14,110.728123,27.321368,0
2023-07-15,129.091686,27.730542,1
2023-07-16,134.812309,25.173549,1
2023-07-17,141.164713,27.226532,1
2023-07-18,118.039344,27.009786,0
2023-07-19,105.230133,24.57819,0
2023-07-20,102.942124,27.546953,0
2023-07-21,113.948821,27.916688,0
2023-07-22,130.345118,28.921467,1
2023-07-23,131.169718,28.819731,1
2023-07-24,113.762761,23.91008,0
2023-07-25,107.952884,24.739603,0
2023-07-26,103.819024,27.591717,0
2023-07-27,107.984535,27.532186,0
2023-07-28,107.045459,27.474267,0
2023-07-29,138.012327,34.085802,1
2023-07-30,133.751872,27.454915,1
2023-07-31,119.175435,28.513707,0
2023-08-01,115.231576,28.076691,0
2023-08-02,107.349295,27.394271,0
2023-08-03,110.81628,25.380465,0
2023-08-04,101.766659,27.445194,0
2023-08-05,126.333595,24.294619,1
2023-08-06,134.362673,25.276434,1
2023-08-07,112.441064,24.685961,0
2023-08-08,111.721892,25.723895,0
2023-08-09,133.937471,30.089793,1
2023-08-10,101.832122,21.623175,0
2023-08-11,125.384194,26.624386,1
2023-08-12,136.309104,21.917557,1
2023-08-13,135.850346,24.087242,1
2023-08-14,119.019144,27.094152,0
2023-08-15,111.481933,24.927017,0
2023-08-16,105.67541,22.52227,0
2023-08-17,103.903299,23.123587,0
2023-08-18,131.511272,25.786994,1
2023-08-19,133.841191,22.837875,1
2023-08-20,141.905432,24.599581,1
2023-08-21,112.959241,24.123146,0
2023-08-22,111.078604,22.591463,0
2023-08-23,107.905702,28.042579,0
2023-08-24,108.789798,24.879961,0
2023-08-25,96.918648,19.416718,0
2023-08-26,139.157588,23.692283,1
2023-08-27,134.225092,21.845708,1
2023-08-28,106.928846,24.721633,0
2023-08-29,107.703304,21.276835,0
2023-08-30,101.086522,22.475184,0
2023-08-31,105.332037,23.555128,0
2023-09-01,100.772287,24.114926,0
2023-09-02,127.070383,19.818896,1
2023-09-03,126.458531,21.384421,1
2023-09-04,107.813716,20.935377,0
2023-09-05,121.800632,20.408413,1
2023-09-06,99.554005,25.073794,0
2023-09-07,103.909998,22.178724,0
2023-09-08,102.170828,18.670981,0
2023-09-09,132.982331,22.850626,1
2023-09-10,133.104921,25.079585,1
2023-09-11,110.85887,22.718845,0
2023-09-12,104.100721,17.43214,0
2023-09-13,96.651328,19.317757,0
2023-09-14,132.246015,22.633826,1
2023-09-15,102.397838,18.496933,0
2023-09-16,128.604721,20.610722,1
2023-09-17,133.882112,21.081764,1
2023-09-18,132.697534,17.486704,1
2023-09-19,97.225117,19.028297,0
2023-09-20,94.818165,12.470367,0
2023-09-21,93.764231,16.708509,0
2023-09-22,94.528697,18.055418,0
2023-09-23,124.56936,15.867202,1
2023-09-24,141.24295,21.428809,1
2023-09-25,107.521198,15.103983,0
2023-09-26,101.391566,16.883579,0
2023-09-27,102.379898,17.823732,0
2023-09-28,104.916879,20.242621,0
2023-09-29,99.217757,14.285475,0
2023-09-30,128.662531,19.280012,1
2023-10-01,127.737455,16.770056,1
2023-10-02,107.333101,14.581961,0
2023-10-03,105.554652,17.264115,0
2023-10-04,102.637402,16.53256,0
2023-10-05,97.448611,14.728204,0
2023-10-06,100.978784,15.862163,0
2023-10-07,122.655571,14.74564,1
2023-10-08,134.608218,15.536856,1
2023-10-09,131.807074,16.427545,1
2023-10-10,112.925462,18.06875,0
2023-10-11,117.845468,12.214548,1
2023-10-12,105.069056,18.7498,0
2023-10-13,93.181098,10.373265,0
2023-10-14,121.408562,13.767792,1
2023-10-15,127.007369,15.042193,1
2023-10-16,102.970911,14.222076,0
2023-10-17,101.633781,12.209623,0
2023-10-18,98.189255,12.834165,0
2023-10-19,90.478812,12.060314,0
2023-10-20,93.324681,11.664071,0
2023-10-21,133.040385,14.33913,1
2023-10-22,134.340754,13.15178,1
2023-10-23,103.300344,10.850513,0
2023-10-24,101.389379,13.834934,0
2023-10-25,96.271197,12.450613,0
2023-10-26,96.189797,13.262956,0
2023-10-27,115.158635,12.698704,1
2023-10-28,119.638274,9.584725,1
2023-10-29,118.17621,9.926736,1
2023-10-30,104.349324,12.347239,0
2023-10-31,102.262343,11.880176,0
2023-11-01,92.238396,10.425701,0
2023-11-02,97.830565,10.511571,0
2023-11-03,114.302227,12.643058,1
2023-11-04,114.115983,8.716853,1
2023-11-05,126.45334,10.807969,1
2023-11-06,104.36282,9.124734,0
2023-11-07,129.033708,8.910724,1
2023-11-08,93.084869,11.362281,0
2023-11-09,95.948829,10.635931,0
2023-11-10,92.284225,10.434271,0
2023-11-11,121.303248,11.242197,1
2023-11-12,127.243095,8.499122,1
2023-11-13,103.202999,9.648835,0
2023-11-14,89.859209,7.494199,0
2023-11-15,98.61267,8.59491,0
2023-11-16,119.661906,7.520225,1
2023-11-17,87.837053,7.810577,0
2023-11-18,121.499342,8.64516,1
2023-11-19,123.4124,5.658902,1
2023-11-20,102.975653,11.322898,0
2023-11-21,91.945157,4.971199,0
2023-11-22,86.665961,4.402342,0
2023-11-23,115.220622,8.996847,1
2023-11-24,95.274816,8.116322,0
2023-11-25,121.283294,7.636117,1
2023-11-26,121.4283,7.502,1
2023-11-27,100.826108,6.080842,0
2023-11-28,82.11404,4.173489,0
2023-11-29,95.213601,5.984946,0
2023-11-30,79.64416,4.347068,0
2023-12-01,88.659032,7.522441,0
2023-12-02,112.642673,5.151691,1
2023-12-03,114.667429,3.671246,1
2023-12-04,101.164964,4.558772,0
2023-12-05,93.026304,5.909613,0
2023-12-06,115.289753,3.841445,1
2023-12-07,85.507735,3.212571,0
2023-12-08,90.187413,5.235508,0
2023-12-09,117.41307,5.132228,1
2023-12-10,114.597699,3.525638,1
2023-12-11,99.657928,3.497777,0
2023-12-12,92.040322,4.807412,0
2023-12-13,80.687262,1.35376,0
2023-12-14,82.488742,1.344803,0
2023-12-15,117.202567,2.635856,1
2023-12-16,119.250569,3.562102,1
2023-12-17,119.13881,4.530326,1
2023-12-18,96.903229,6.782025,0
2023-12-19,93.261073,5.472743,0
2023-12-20,96.831165,3.366989,0
2023-12-21,87.518405,3.581629,0
2023-12-22,87.051625,1.550769,0
2023-12-23,119.887822,3.45836,1
2023-12-24,120.153143,2.861036,1
2023-12-25,120.062618,4.030184,1
2023-12-26,90.728115,1.68012,0
2023-12-27,89.005429,4.326566,0
2023-12-28,88.024562,6.310114,0
2023-12-29,89.39125,2.987361,0
2023-12-30,116.38542,3.972046,1
2023-12-31,123.452643,4.516157,1
2024-01-01,118.429643,2.30419,1
2024-01-02,121.012463,3.529103,1
2024-01-03,109.643753,3.083921,1
2024-01-04,92.084248,3.235445,0
2024-01-05,85.694494,1.478975,0
2024-01-06,115.532854,3.062464,1
2024-01-07,104.616131,4.001441,1
2024-01-08,129.985286,5.903287,1
2024-01-09,96.251203,4.918653,0
2024-01-10,100.449464,7.309143,0
2024-01-11,82.850401,1.474305,0
2024-01-12,89.387189,4.763416,0
2024-01-13,107.596208,3.398784,1
2024-01-14,116.447786,7.428578,1
2024-01-15,100.727514,1.452789,0
2024-01-16,93.243022,1.41389,0
2024-01-17,92.57677,1.922025,0
2024-01-18,88.434064,-1.095985,0
2024-01-19,86.815931,2.134804,0
2024-01-20,111.057364,1.706057,1
2024-01-21,117.31313,3.566607,1
2024-01-22,104.718265,3.994306,0
2024-01-23,98.333424,7.111575,0
2024-01-24,95.22339,5.311968,0
2024-01-25,91.883307,2.312635,0
2024-01-26,88.930146,1.728353,0
2024-01-27,117.495892,4.57116,1
2024-01-28,116.364822,1.012377,1
2024-01-29,93.244854,7.384645,0
2024-01-30,104.330632,6.152833,0
2024-01-31,87.928956,2.931148,0
2024-02-01,87.458784,0.522075,0
2024-02-02,85.498824,6.738209,0
2024-02-03,111.943693,3.886755,1
2024-02-04,119.659099,6.680062,1
2024-02-05,94.080481,1.107369,0
2024-02-06,97.116274,3.19244,0
2024-02-07,100.224093,4.499787,0
2024-02-08,91.392306,4.684485,0
2024-02-09,85.184495,3.794702,0
2024-02-10,117.785507,6.047895,1
2024-02-11,119.979753,2.777338,1
2024-02-12,115.791681,4.741194,1
2024-02-13,99.570538,5.382873,0
2024-02-14,98.006437,6.290409,0
2024-02-15,90.085845,6.806897,0
2024-02-16,91.235682,3.259368,0
2024-02-17,110.545197,2.568221,1
2024-02-18,120.160206,8.322376,1
2024-02-19,96.468837,6.564958,0
2024-02-20,96.568445,4.539362,0
2024-02-21,93.206158,9.2773,0
2024-02-22,85.308474,6.547621,0
2024-02-23,121.558353,8.818715,1
2024-02-24,111.096227,6.741537,1
2024-02-25,117.735921,10.876863,1
2024-02-26,91.629484,10.417358,0
2024-02-27,95.568758,6.562456,0
2024-02-28,92.204729,9.159587,0
2024-02-29,99.331093,8.665564,0
2024-03-01,95.382791,10.272702,0
2024-03-02,110.952986,5.768431,1
2024-03-03,129.398049,9.235383,1
2024-03-04,103.954016,10.147246,0
2024-03-05,95.320994,4.6821,0
2024-03-06,84.975203,6.004259,0
2024-03-07,98.56673,4.465474,0
2024-03-08,84.11123,8.180199,0
2024-03-09,110.774074,10.331033,1
2024-03-10,126.753808,12.079408,1
2024-03-11,109.190874,9.403383,0
2024-03-12,108.567433,12.694628,0
2024-03-13,97.913891,6.861045,0
2024-03-14,93.329541,6.399928,0
2024-03-15,94.445088,9.882581,0
2024-03-16,120.886777,10.950275,1
2024-03-17,122.370085,10.30665,1
2024-03-18,97.468699,6.428421,0
2024-03-19,101.086384,10.577646,0
2024-03-20,118.826189,8.340786,1
2024-03-21,94.695168,12.484109,0
2024-03-22,86.012847,12.074142,0
2024-03-23,116.424245,9.658451,1
2024-03-24,117.61265,10.708768,1
2024-03-25,95.348667,9.817333,0
2024-03-26,103.202671,12.010569,0
2024-03-27,107.135209,14.247226,0
2024-03-28,97.957683,10.567294,0
2024-03-29,87.842856,13.749373,0
2024-03-30,114.639504,11.883967,1
2024-03-31,126.013124,11.562548,1
2024-04-01,98.490083,13.138594,0
2024-04-02,101.165722,11.487019,0
2024-04-03,102.494012,12.655481,0
2024-04-04,91.215337,11.572667,0
2024-04-05,98.029919,18.103821,0
2024-04-06,115.315613,14.451091,1
2024-04-07,121.144521,13.18749,1
2024-04-08,105.365405,15.2214,0
2024-04-09,98.32294,14.775344,0
2024-04-10,103.743015,14.764621,0
2024-04-11,99.065144,16.641393,0
2024-04-12,99.042881,17.134451,0
2024-04-13,121.798201,14.764627,1
2024-04-14,130.360515,14.879941,1
2024-04-15,104.959749,15.687117,0
2024-04-16,100.627941,11.838654,0
2024-04-17,101.552179,13.616963,0
2024-04-18,103.672137,19.585454,0
2024-04-19,99.597163,20.345453,0
2024-04-20,122.661728,16.760648,1
2024-04-21,125.083528,18.614368,1
2024-04-22,103.886001,18.285558,0
2024-04-23,106.481686,24.021835,0
2024-04-24,113.410437,20.303389,0
2024-04-25,95.261259,18.007663,0
2024-04-26,93.594306,16.550708,0
2024-04-27,118.574143,15.446162,1
2024-04-28,131.989428,19.262163,1
2024-04-29,129.759417,17.537573,1
2024-04-30,110.985293,16.399606,0
2024-05-01,101.990295,18.143549,0
2024-05-02,100.91845,17.464865,0
2024-05-03,123.337684,23.192139,1
2024-05-04,135.087121,21.769603,1
2024-05-05,124.391496,20.177362,1
2024-05-06,136.819353,23.33864,1
2024-05-07,111.983619,20.71734,0
2024-05-08,107.042405,19.022238,0
2024-05-09,104.266674,23.971555,0
2024-05-10,100.351575,22.181871,0
2024-05-11,124.631284,19.206495,1
2024-05-12,129.2723,21.075385,1
2024-05-13,111.667064,19.877987,0
2024-05-14,116.944589,19.034822,0
2024-05-15,106.997018,23.821958,0
2024-05-16,101.115812,25.955554,0
2024-05-17,98.375902,19.504587,0
2024-05-18,138.28208,23.590499,1
2024-05-19,126.844424,21.323902,1
2024-05-20,115.913068,21.809304,0
2024-05-21,116.989305,21.754828,0
2024-05-22,105.047339,21.365342,0
2024-05-23,106.779855,23.341676,0
2024-05-24,107.024227,21.7316,0
2024-05-25,126.838966,24.080793,1
2024-05-26,131.05228,23.583252,1
2024-05-27,108.26012,23.347108,0
2024-05-28,106.534443,22.148538,0
2024-05-29,105.92921,22.946127,0
2024-05-30,101.529829,25.74376,0
2024-05-31,103.554002,25.365385,0
2024-06-01,124.03994,22.536237,1
2024-06-02,133.787142,24.814998,1
2024-06-03,106.678569,26.241243,0
2024-06-04,136.413287,21.518908,1
2024-06-05,114.352149,26.060768,0
2024-06-06,96.865377,23.762173,0
2024-06-07,105.692789,26.339002,0
2024-06-08,133.024438,23.778649,1
2024-06-09,125.601206,21.799712,1
2024-06-10,116.403939,22.255616,0
2024-06-11,115.1147,25.70498,0
2024-06-12,108.327948,26.223221,0
2024-06-13,104.797055,23.986937,0
2024-06-14,132.087749,27.161351,1
2024-06-15,127.512061,22.646496,1
2024-06-16,135.890621,25.919496,1
2024-06-17,107.193237,23.708468,0
2024-06-18,113.473982,24.902375,0
2024-06-19,130.613017,26.37307,1
2024-06-20,105.086741,24.62633,0
2024-06-21,100.024584,25.643567,0
2024-06-22,128.938646,28.487404,1
2024-06-23,138.248192,25.379774,1
2024-06-24,118.882609,28.260263,0
2024-06-25,114.816275,24.381353,0
2024-06-26,107.999219,27.748814,0
2024-06-27,133.258801,29.617317,1
2024-06-28,105.443662,21.832389,0
2024-06-29,129.833626,25.219895,1
2024-06-30,144.679188,28.002338,1
2024-07-01,114.660908,26.473099,0
2024-07-02,115.762003,27.648958,0
2024-07-03,109.511068,25.722645,0
2024-07-04,133.064111,27.124208,1
2024-07-05,103.840717,26.656545,0
2024-07-06,135.376709,29.316789,1
2024-07-07,138.826683,27.499842,1
2024-07-08,110.903141,27.672427,0
2024-07-09,108.490616,26.176135,0
2024-07-10,103.643627,26.023787,0
2024-07-11,108.766098,26.129439,0
2024-07-12,100.932263,27.775461,0
2024-07-13,121.38571,26.133037,1
2024-07-14,136.58588,27.539457,1
2024-07-15,151.754808,31.092065,1
2024-07-16,115.779421,28.661332,0
2024-07-17,114.516439,26.241322,0
2024-07-18,109.571146,29.266559,0
2024-07-19,128.541983,26.015227,1
2024-07-20,130.942244,22.71887,1
2024-07-21,131.630255,24.739192,1
2024-07-22,111.355161,22.970543,0
2024-07-23,114.931344,25.962391,0
2024-07-24,133.818729,26.65209,1
2024-07-25,113.730368,29.914521,0
2024-07-26,104.152296,27.158469,0
2024-07-27,126.872639,26.005971,1
2024-07-28,137.577359,28.03915,1
2024-07-29,105.827976,21.890863,0
2024-07-30,139.358408,26.713805,1
2024-07-31,112.301277,27.710418,0
2024-08-01,108.681617,23.134316,0
2024-08-02,107.662963,28.298512,0
2024-08-03,130.274133,26.604248,1
2024-08-04,136.27882,25.009694,1
2024-08-05,119.082496,27.015635,0
2024-08-06,119.26434,30.198074,0
2024-08-07,110.949932,25.923879,0
2024-08-08,126.34877,25.956917,1
2024-08-09,98.416093,24.438984,0
2024-08-10,126.711686,23.552177,1
2024-08-11,132.004879,26.80366,1
2024-08-12,134.816423,23.318938,1
2024-08-13,113.148746,25.059383,0
2024-08-14,136.362703,23.843142,1
2024-08-15,106.057161,25.635719,0
2024-08-16,105.248582,25.221519,0
2024-08-17,130.551043,26.502878,1
2024-08-18,123.720994,23.278576,1
2024-08-19,107.053347,23.626913,0
2024-08-20,109.957869,22.074474,0
2024-08-21,103.735502,23.006078,0
2024-08-22,107.83773,24.509292,0
2024-08-23,134.349244,25.1261,1
2024-08-24,131.264028,21.622673,1
2024-08-25,132.193098,25.058587,1
2024-08-26,118.576507,25.880557,0
2024-08-27,137.544218,23.843636,1
2024-08-28,110.113449,26.615468,0
2024-08-29,100.302633,21.157078,0
2024-08-30,97.960157,20.055844,0
2024-08-31,122.598915,18.825975,1
2024-09-01,133.850927,25.211577,1
2024-09-02,111.241177,23.362154,0
2024-09-03,110.306102,21.774098,0
2024-09-04,109.737178,22.275008,0
2024-09-05,131.026692,19.291907,1
2024-09-06,107.931789,26.260265,0
2024-09-07,120.312204,21.451191,1
2024-09-08,119.771269,21.233691,1
2024-09-09,113.475882,22.286806,0
2024-09-10,104.699871,21.615933,0
2024-09-11,131.005276,20.918648,1
2024-09-12,96.11435,18.705277,0
2024-09-13,92.751791,21.042941,0
2024-09-14,130.19775,23.67632,1
2024-09-15,133.967759,22.413923,1
2024-09-16,132.778211,22.718869,1
2024-09-17,97.164977,18.318133,0
2024-09-18,101.718951,17.168138,0
2024-09-19,102.35886,18.701328,0
2024-09-20,92.304702,18.868734,0
2024-09-21,126.423432,20.748937,1
2024-09-22,124.921032,14.977839,1
2024-09-23,136.204793,21.223087,1
2024-09-24,107.471561,17.64825,0
2024-09-25,99.805068,16.909906,0
2024-09-26,103.047301,15.538042,0
2024-09-27,118.731531,14.050361,1
2024-09-28,124.024457,18.80354,1
2024-09-29,122.947184,17.10032,1
2024-09-30,101.471763,14.169669,0
2024-10-01,125.499285,13.954821,1
2024-10-02,102.012305,15.668339,0
2024-10-03,108.255402,19.472484,0
2024-10-04,89.96532,15.409455,0
2024-10-05,112.809616,12.716273,1
2024-10-06,130.904506,15.024781,1
2024-10-07,102.883362,14.764374,0
2024-10-08,97.965957,9.709511,0
2024-10-09,131.159538,14.788126,1
2024-10-10,94.790767,14.22831,0
2024-10-11,103.130316,15.876146,0
2024-10-12,126.182828,17.975353,1
2024-10-13,124.107948,16.324492,1
2024-10-14,136.200616,13.327782,1
2024-10-15,99.609412,11.44704,0
2024-10-16,108.019193,18.601741,0
2024-10-17,122.722829,13.368847,1
2024-10-18,98.791665,13.074174,0
2024-10-19,125.572528,12.794551,1
2024-10-20,123.556892,13.036095,1
2024-10-21,98.614708,12.149028,0
2024-10-22,103.585734,11.089008,0
2024-10-23,96.21217,10.942016,0
2024-10-24,103.300536,11.770508,0
2024-10-25,117.111808,10.550382,1
2024-10-26,115.64056,10.013755,1
2024-10-27,122.903182,11.455576,1
2024-10-28,94.950367,10.537144,0
2024-10-29,100.076694,13.860638,0
2024-10-30,99.257071,5.357496,0
2024-10-31,93.323419,12.650518,0
2024-11-01,89.152986,12.769087,0
2024-11-02,115.990212,5.940948,1
2024-11-03,125.114513,9.214621,1
2024-11-04,126.961685,8.970893,1
2024-11-05,127.230107,6.714096,1
2024-11-06,93.3746,7.790453,0
2024-11-07,85.698199,6.943576,0
2024-11-08,99.122406,12.489639,0
2024-11-09,116.34301,10.678608,1
2024-11-10,120.936148,11.17435,1
2024-11-11,105.142301,9.900459,0
2024-11-12,99.92102,6.026825,0
2024-11-13,122.645524,7.065692,1
2024-11-14,101.630852,8.925326,0
2024-11-15,84.820292,5.336256,0
2024-11-16,120.036268,9.042582,1
2024-11-17,118.807409,6.974195,1
2024-11-18,98.220088,6.545702,0
2024-11-19,105.836548,8.560044,0
2024-11-20,98.49817,7.87176,0
2024-11-21,117.870795,6.108787,1
2024-11-22,94.614818,8.999285,0
2024-11-23,111.127728,4.37087,1
2024-11-24,115.73896,7.619748,1
2024-11-25,93.67513,7.431512,0
2024-11-26,89.398208,5.486243,0
2024-11-27,103.690459,6.620264,0
2024-11-28,84.082635,3.331109,0
2024-11-29,113.279902,7.549446,1
2024-11-30,112.145507,5.202397,1
2024-12-01,117.749914,4.40036,1
2024-12-02,101.108314,7.420259,0
2024-12-03,124.350818,3.792856,1
2024-12-04,89.650571,2.266827,0
2024-12-05,111.646603,1.855636,1
2024-12-06,89.110905,6.069031,0
2024-12-07,109.845898,2.187275,1
2024-12-08,125.950889,8.151883,1
2024-12-09,94.17359,0.375665,0
2024-12-10,102.080364,7.832766,0
2024-12-11,96.633221,4.765347,0
2024-12-12,93.769679,4.056502,0
2024-12-13,86.30536,3.069892,0
2024-12-14,107.800328,4.871017,1
2024-12-15,117.729733,3.913727,1
2024-12-16,94.195822,6.115115,0
2024-12-17,94.007987,4.059768,0
2024-12-18,95.761297,4.058027,0
2024-12-19,93.151427,2.959642,0
2024-12-20,86.015063,3.50577,0
2024-12-21,113.66332,4.171432,1
2024-12-22,119.868899,0.075049,1
2024-12-23,93.465756,0.741983,0
2024-12-24,132.178392,4.871275,1
2024-12-25,120.372507,3.676313,1
2024-12-26,81.123456,2.919907,0
2024-12-27,88.76393,3.281504,0
2024-12-28,113.735512,3.900045,1
2024-12-29,119.830293,2.089103,1
2024-12-30,95.86529,1.579259,0
